Year,City,Sport,Discipline,Athlete,Country,Gender,Event,Medal
1912,Stockholm,Clôture,Clôture, Oskar Gerde,Hongrie,Men,Équipe Sabre,Or
1912,Stockholm,Clôture,Clôture, Ervin Meszaros,Hongrie,Men,Équipe Sabre,Or
1912,Stockholm,Clôture,Clôture, Zoltan Schenker,Hongrie,Men,Équipe Sabre,Or
1912,Stockholm,Clôture,Clôture, Peter Toth,Hongrie,Men,Équipe Sabre,Or
1912,Stockholm,Clôture,Clôture, Lajos Werkner,Hongrie,Men,Équipe Sabre,Or
1912,Stockholm,Clôture,Clôture, Albert Bogen,Autriche,Men,Équipe Sabre,Argent
1912,Stockholm,Clôture,Clôture, Rudolf Cvetko,Autriche,Men,Équipe Sabre,Argent
1912,Stockholm,Clôture,Clôture, Friedrich Golling,Autriche,Men,Équipe Sabre,Argent
1912,Stockholm,Clôture,Clôture, Otto Herschmann,Autriche,Men,Équipe Sabre,Argent
1912,Stockholm,Clôture,Clôture, Andreas Suttner,Autriche,Men,Équipe Sabre,Argent
1912,Stockholm,Clôture,Clôture, Reinhold Trampler,Autriche,Men,Équipe Sabre,Argent
1912,Stockholm,Clôture,Clôture, Richard Verderber,Autriche,Men,Équipe Sabre,Argent
1912,Stockholm,Football,Football, Nicolaas Jan Jerome Bouvy,Pays-Bas,Men,Football,Bronze
1912,Stockholm,Football,Football, Henri Franciscus De Groot,Pays-Bas,Men,Football,Bronze
1912,Stockholm,Football,Football, Johannes Marius De Korver,Pays-Bas,Men,Football,Bronze
1912,Stockholm,Football,Football, Nicolaas De Wolf,Pays-Bas,Men,Football,Bronze
1912,Stockholm,Football,Football, Constant Willem Feith,Pays-Bas,Men,Football,Bronze
1912,Stockholm,Football,Football, Marius Just Göbel,Pays-Bas,Men,Football,Bronze
1912,Stockholm,Football,Football, Dirk Nicolaas Lotsy,Pays-Bas,Men,Football,Bronze
1912,Stockholm,Football,Football, Caesar Herman Ten Cate,Pays-Bas,Men,Football,Bronze
1912,Stockholm,Football,Football, Jan Gualtherus Van Breda Kolff,Pays-Bas,Men,Football,Bronze
1912,Stockholm,Football,Football, Jan Vos,Pays-Bas,Men,Football,Bronze
1912,Stockholm,Football,Football, David Wijnveldt,Pays-Bas,Men,Football,Bronze
1912,Stockholm,Football,Football, Arthur Berry,Royaume-Uni,Men,Football,Or
1912,Stockholm,Football,Football, Ronald Gilchrist Brebner,Royaume-Uni,Men,Football,Or
1912,Stockholm,Football,Football, Thomas Christopher Burn,Royaume-Uni,Men,Football,Or
1912,Stockholm,Football,Football, James Dines,Royaume-Uni,Men,Football,Or
1912,Stockholm,Football,Football, Edward T. Hanney,Royaume-Uni,Men,Football,Or
1912,Stockholm,Football,Football, Gordon Rahere Hoare,Royaume-Uni,Men,Football,Or
1912,Stockholm,Football,Football, Arthur Egerton Knight,Royaume-Uni,Men,Football,Or
1912,Stockholm,Football,Football, Henry Charles Littlewort,Royaume-Uni,Men,Football,Or
1912,Stockholm,Football,Football, Ivor Gordon Sharpe,Royaume-Uni,Men,Football,Or
1912,Stockholm,Football,Football, Harold Adrian Walden,Royaume-Uni,Men,Football,Or
1912,Stockholm,Football,Football, Vivian John Woodward,Royaume-Uni,Men,Football,Or
1912,Stockholm,Football,Football, Paul Ludvig Laurits Berth,Danemark,Men,Football,Argent
1912,Stockholm,Football,Football, Charles Buchwald,Danemark,Men,Football,Argent
1912,Stockholm,Football,Football, Hjalmar Johan Christoffersen,Danemark,Men,Football,Argent
1912,Stockholm,Football,Football, Harald Hansen,Danemark,Men,Football,Argent
1912,Stockholm,Football,Football, Sophus Hansen,Danemark,Men,Football,Argent
1912,Stockholm,Football,Football, Niels Middelboe,Danemark,Men,Football,Argent
1912,Stockholm,Football,Football, Sofus Erhard Nielsen,Danemark,Men,Football,Argent
1912,Stockholm,Football,Football, Anton Olsen,Danemark,Men,Football,Argent
1912,Stockholm,Football,Football, Axel Karl Petersen,Danemark,Men,Football,Argent
1912,Stockholm,Football,Football, Ivar Likke Seidelin-Nielsen,Danemark,Men,Football,Argent
1912,Stockholm,Football,Football, Vilhelm Wolfhagen,Danemark,Men,Football,Argent
1912,Stockholm,Gymnastique,G. Artistique, Adolfo Tunesi,Italie,Men,Individuel tout-terrain,Bronze
1912,Stockholm,Gymnastique,G. Artistique, G. Alberto Braglia,Italie,Men,Individuel tout-terrain,Or
1912,Stockholm,Gymnastique,G. Artistique, B. Louis Segura,France,Men,Individuel tout-terrain,Argent
1912,Stockholm,Gymnastique,G. Artistique, Albert Edward Betts,Royaume-Uni,Men,Compétition par équipe,Bronze
1912,Stockholm,Gymnastique,G. Artistique, William Cowhig,Royaume-Uni,Men,Compétition par équipe,Bronze
1912,Stockholm,Gymnastique,G. Artistique, Sidney Cross,Royaume-Uni,Men,Compétition par équipe,Bronze
1912,Stockholm,Gymnastique,G. Artistique, Harry Dickason,Royaume-Uni,Men,Compétition par équipe,Bronze
1912,Stockholm,Gymnastique,G. Artistique, Herbert James Drury,Royaume-Uni,Men,Compétition par équipe,Bronze
1912,Stockholm,Gymnastique,G. Artistique, Bernard Wallis Franklin,Royaume-Uni,Men,Compétition par équipe,Bronze
1912,Stockholm,Gymnastique,G. Artistique, Leonard Hanson,Royaume-Uni,Men,Compétition par équipe,Bronze
1912,Stockholm,Gymnastique,G. Artistique, Samuel Hodgetts,Royaume-Uni,Men,Compétition par équipe,Bronze
1912,Stockholm,Gymnastique,G. Artistique, Charles James Luck,Royaume-Uni,Men,Compétition par équipe,Bronze
1912,Stockholm,Gymnastique,G. Artistique, William Mac Kune,Royaume-Uni,Men,Compétition par équipe,Bronze
1912,Stockholm,Gymnastique,G. Artistique, Ronald Gordon Mclean,Royaume-Uni,Men,Compétition par équipe,Bronze
1912,Stockholm,Gymnastique,G. Artistique, Alfred William Messenger,Royaume-Uni,Men,Compétition par équipe,Bronze
1912,Stockholm,Gymnastique,G. Artistique, Henry Arthur Oberholzer,Royaume-Uni,Men,Compétition par équipe,Bronze
1912,Stockholm,Gymnastique,G. Artistique, Edward Ernest Pepper,Royaume-Uni,Men,Compétition par équipe,Bronze
1912,Stockholm,Gymnastique,G. Artistique, Edward William Potts,Royaume-Uni,Men,Compétition par équipe,Bronze
1912,Stockholm,Gymnastique,G. Artistique, Reginald Hubert Potts,Royaume-Uni,Men,Compétition par équipe,Bronze
1912,Stockholm,Gymnastique,G. Artistique, George James Ross,Royaume-Uni,Men,Compétition par équipe,Bronze
1912,Stockholm,Gymnastique,G. Artistique, Charles Simmons,Royaume-Uni,Men,Compétition par équipe,Bronze
1912,Stockholm,Gymnastique,G. Artistique, Arthur George Heron Southern,Royaume-Uni,Men,Compétition par équipe,Bronze
1912,Stockholm,Gymnastique,G. Artistique, William Titt,Royaume-Uni,Men,Compétition par équipe,Bronze
1912,Stockholm,Gymnastique,G. Artistique, Charles Alfred Vigurs,Royaume-Uni,Men,Compétition par équipe,Bronze
1912,Stockholm,Gymnastique,G. Artistique, Samuel John Walker,Royaume-Uni,Men,Compétition par équipe,Bronze
1912,Stockholm,Gymnastique,G. Artistique, Charles Joseph West,Royaume-Uni,Men,Compétition par équipe,Bronze
1912,Stockholm,Gymnastique,G. Artistique, John T. Whitaker,Royaume-Uni,Men,Compétition par équipe,Bronze
1912,Stockholm,Gymnastique,G. Artistique, Pietro Bianchi,Italie,Men,Compétition par équipe,Or
1912,Stockholm,Gymnastique,G. Artistique, Guido Boni,Italie,Men,Compétition par équipe,Or
1912,Stockholm,Gymnastique,G. Artistique, G. Alberto Braglia,Italie,Men,Compétition par équipe,Or
1912,Stockholm,Gymnastique,G. Artistique, Guiseppe Domenichelli,Italie,Men,Compétition par équipe,Or
1912,Stockholm,Gymnastique,G. Artistique, Carlo Fregosi,Italie,Men,Compétition par équipe,Or
1912,Stockholm,Gymnastique,G. Artistique, Alfredo Gollini,Italie,Men,Compétition par équipe,Or
1912,Stockholm,Gymnastique,G. Artistique, Francesco Loi,Italie,Men,Compétition par équipe,Or
1912,Stockholm,Gymnastique,G. Artistique, Giovanni Mangiante,Italie,Men,Compétition par équipe,Or
1912,Stockholm,Gymnastique,G. Artistique, Lorenzo Mangiante,Italie,Men,Compétition par équipe,Or
1912,Stockholm,Gymnastique,G. Artistique, Serafino Mazzarochi,Italie,Men,Compétition par équipe,Or
1912,Stockholm,Gymnastique,G. Artistique, Guido Romano,Italie,Men,Compétition par équipe,Or
1912,Stockholm,Gymnastique,G. Artistique, Paolo Salvi,Italie,Men,Compétition par équipe,Or
1912,Stockholm,Gymnastique,G. Artistique, Luciano Savorini,Italie,Men,Compétition par équipe,Or
1912,Stockholm,Gymnastique,G. Artistique, Adolfo Tunesi,Italie,Men,Compétition par équipe,Or
1912,Stockholm,Gymnastique,G. Artistique, Giorgio Zampori,Italie,Men,Compétition par équipe,Or
1912,Stockholm,Gymnastique,G. Artistique, Angelo Zorzi,Italie,Men,Compétition par équipe,Or
1912,Stockholm,Gymnastique,G. Artistique, Lajos Aradi,Hongrie,Men,Compétition par équipe,Argent
1912,Stockholm,Gymnastique,G. Artistique, Jozsef Berkes,Hongrie,Men,Compétition par équipe,Argent
1912,Stockholm,Gymnastique,G. Artistique, Imre Erdödy,Hongrie,Men,Compétition par équipe,Argent
1912,Stockholm,Gymnastique,G. Artistique, Samu Foti,Hongrie,Men,Compétition par équipe,Argent
1912,Stockholm,Gymnastique,G. Artistique, Imre Gellert,Hongrie,Men,Compétition par équipe,Argent
1912,Stockholm,Gymnastique,G. Artistique, Gyözö Halmos,Hongrie,Men,Compétition par équipe,Argent
1912,Stockholm,Gymnastique,G. Artistique, Otto Hellmich,Hongrie,Men,Compétition par équipe,Argent
1912,Stockholm,Gymnastique,G. Artistique, Istvan Herczeg,Hongrie,Men,Compétition par équipe,Argent
1912,Stockholm,Gymnastique,G. Artistique, Jozsef Keresztessy,Hongrie,Men,Compétition par équipe,Argent
1912,Stockholm,Gymnastique,G. Artistique, Janos Korponai,Hongrie,Men,Compétition par équipe,Argent
1912,Stockholm,Gymnastique,G. Artistique, Elemer Paszty,Hongrie,Men,Compétition par équipe,Argent
1912,Stockholm,Gymnastique,G. Artistique, Arpad Pedery,Hongrie,Men,Compétition par équipe,Argent
1912,Stockholm,Gymnastique,G. Artistique, Jenö Reti,Hongrie,Men,Compétition par équipe,Argent
1912,Stockholm,Gymnastique,G. Artistique, Ferenc Szüts,Hongrie,Men,Compétition par équipe,Argent
1912,Stockholm,Gymnastique,G. Artistique, Ödön Tery,Hongrie,Men,Compétition par équipe,Argent
1912,Stockholm,Gymnastique,G. Artistique, Géza Tuli,Hongrie,Men,Compétition par équipe,Argent
1912,Stockholm,Gymnastique,G. Artistique, Axel Sigurd Andersen,Danemark,Men,"Équipe, système libre",Bronze
1912,Stockholm,Gymnastique,G. Artistique, Hjalmart Nörregaard Andersen,Danemark,Men,"Équipe, système libre",Bronze
1912,Stockholm,Gymnastique,G. Artistique, Halvor Birch,Danemark,Men,"Équipe, système libre",Bronze
1912,Stockholm,Gymnastique,G. Artistique, Hermann Johan Grimmelmann,Danemark,Men,"Équipe, système libre",Bronze
1912,Stockholm,Gymnastique,G. Artistique, Aage Marius Hansen,Danemark,Men,"Équipe, système libre",Bronze
1912,Stockholm,Gymnastique,G. Artistique, Arvor Hansen,Danemark,Men,"Équipe, système libre",Bronze
1912,Stockholm,Gymnastique,G. Artistique, Christian Marius Hansen,Danemark,Men,"Équipe, système libre",Bronze
1912,Stockholm,Gymnastique,G. Artistique, Charles Christopher Jensen,Danemark,Men,"Équipe, système libre",Bronze
1912,Stockholm,Gymnastique,G. Artistique, Hjalmar Peter Martin Johansen,Danemark,Men,"Équipe, système libre",Bronze
1912,Stockholm,Gymnastique,G. Artistique, Poul Preben Jörgensen,Danemark,Men,"Équipe, système libre",Bronze
1912,Stockholm,Gymnastique,G. Artistique, Carl Julius Juul-Petersen,Danemark,Men,"Équipe, système libre",Bronze
1912,Stockholm,Gymnastique,G. Artistique, Carl Immanuel Krebs,Danemark,Men,"Équipe, système libre",Bronze
1912,Stockholm,Gymnastique,G. Artistique, Svend Meulengracht Madsen,Danemark,Men,"Équipe, système libre",Bronze
1912,Stockholm,Gymnastique,G. Artistique, Thomas Fredrik Hannibal Mölgaard,Danemark,Men,"Équipe, système libre",Bronze
1912,Stockholm,Gymnastique,G. Artistique, Lukas Frederick Christian Nielsen,Danemark,Men,"Équipe, système libre",Bronze
1912,Stockholm,Gymnastique,G. Artistique, Rikard Hannibal Wilhelm Nordström,Danemark,Men,"Équipe, système libre",Bronze
1912,Stockholm,Gymnastique,G. Artistique, Oluf Olsen,Danemark,Men,"Équipe, système libre",Bronze
1912,Stockholm,Gymnastique,G. Artistique, Steen Lerche Olsen,Danemark,Men,"Équipe, système libre",Bronze
1912,Stockholm,Gymnastique,G. Artistique, Christian Edvin Oluf Petersen,Danemark,Men,"Équipe, système libre",Bronze
1912,Stockholm,Gymnastique,G. Artistique, Niels Knudsen Petersen,Danemark,Men,"Équipe, système libre",Bronze
1912,Stockholm,Gymnastique,G. Artistique, Christian Valdemar Svendsen,Danemark,Men,"Équipe, système libre",Bronze
1912,Stockholm,Gymnastique,G. Artistique, Isak Abrahamsen,Norvège,Men,"Équipe, système libre",Or
1912,Stockholm,Gymnastique,G. Artistique, Hans Beyer,Norvège,Men,"Équipe, système libre",Or
1912,Stockholm,Gymnastique,G. Artistique, Hartmann Björnsson,Norvège,Men,"Équipe, système libre",Or
1912,Stockholm,Gymnastique,G. Artistique, John Dahl,Norvège,Men,"Équipe, système libre",Or
1912,Stockholm,Gymnastique,G. Artistique, Alfred Engelsen,Norvège,Men,"Équipe, système libre",Or
1912,Stockholm,Gymnastique,G. Artistique, Bjarne Johnsen,Norvège,Men,"Équipe, système libre",Or
1912,Stockholm,Gymnastique,G. Artistique, Sigurd Jörgensen,Norvège,Men,"Équipe, système libre",Or
1912,Stockholm,Gymnastique,G. Artistique, Knud Leonard Knudsen,Norvège,Men,"Équipe, système libre",Or
1912,Stockholm,Gymnastique,G. Artistique, Alf Lie,Norvège,Men,"Équipe, système libre",Or
1912,Stockholm,Gymnastique,G. Artistique, Rolf Lie,Norvège,Men,"Équipe, système libre",Or
1912,Stockholm,Gymnastique,G. Artistique, Tor Lund,Norvège,Men,"Équipe, système libre",Or
1912,Stockholm,Gymnastique,G. Artistique, Petter Martinsen,Norvège,Men,"Équipe, système libre",Or
1912,Stockholm,Gymnastique,G. Artistique, Per Anton Mathiesen,Norvège,Men,"Équipe, système libre",Or
1912,Stockholm,Gymnastique,G. Artistique, Jacob Opdahl,Norvège,Men,"Équipe, système libre",Or
1912,Stockholm,Gymnastique,G. Artistique, Nils Opdahl,Norvège,Men,"Équipe, système libre",Or
1912,Stockholm,Gymnastique,G. Artistique, Bjarne Viktor Pettersen,Norvège,Men,"Équipe, système libre",Or
1912,Stockholm,Gymnastique,G. Artistique, Frithjof Saelen,Norvège,Men,"Équipe, système libre",Or
1912,Stockholm,Gymnastique,G. Artistique, Öistein Schirmer,Norvège,Men,"Équipe, système libre",Or
1912,Stockholm,Gymnastique,G. Artistique, Georg Selenius,Norvège,Men,"Équipe, système libre",Or
1912,Stockholm,Gymnastique,G. Artistique, Sigvard Sivertsen,Norvège,Men,"Équipe, système libre",Or
1912,Stockholm,Gymnastique,G. Artistique, Robert Sjursen,Norvège,Men,"Équipe, système libre",Or
1912,Stockholm,Gymnastique,G. Artistique, Einar Ström,Norvège,Men,"Équipe, système libre",Or
1912,Stockholm,Gymnastique,G. Artistique, Gabriel Thorstensen,Norvège,Men,"Équipe, système libre",Or
1912,Stockholm,Gymnastique,G. Artistique, Thomas Thorstensen,Norvège,Men,"Équipe, système libre",Or
1912,Stockholm,Gymnastique,G. Artistique, Nils Voss,Norvège,Men,"Équipe, système libre",Or
1912,Stockholm,Gymnastique,G. Artistique, Kaarlo Väinö Ekholm,Finlande,Men,"Équipe, système libre",Argent
1912,Stockholm,Gymnastique,G. Artistique, Eino Vilho Forsström,Finlande,Men,"Équipe, système libre",Argent
1912,Stockholm,Gymnastique,G. Artistique, Eero Hyvärinen,Finlande,Men,"Équipe, système libre",Argent
1912,Stockholm,Gymnastique,G. Artistique, Mikko Hyvärinen,Finlande,Men,"Équipe, système libre",Argent
1912,Stockholm,Gymnastique,G. Artistique, Tauno Ilmoniemi,Finlande,Men,"Équipe, système libre",Argent
1912,Stockholm,Gymnastique,G. Artistique, Ilmari Keinänen,Finlande,Men,"Équipe, système libre",Argent
1912,Stockholm,Gymnastique,G. Artistique, Hjalmari Kivenheimo,Finlande,Men,"Équipe, système libre",Argent
1912,Stockholm,Gymnastique,G. Artistique, Karl Fredrik Lund,Finlande,Men,"Équipe, système libre",Argent
1912,Stockholm,Gymnastique,G. Artistique, Aarne Pelkonen,Finlande,Men,"Équipe, système libre",Argent
1912,Stockholm,Gymnastique,G. Artistique, Ilmari Pernaja,Finlande,Men,"Équipe, système libre",Argent
1912,Stockholm,Gymnastique,G. Artistique, Arvid Rydman,Finlande,Men,"Équipe, système libre",Argent
1912,Stockholm,Gymnastique,G. Artistique, Eino Saastamoinen,Finlande,Men,"Équipe, système libre",Argent
1912,Stockholm,Gymnastique,G. Artistique, Aarne Salovaara,Finlande,Men,"Équipe, système libre",Argent
1912,Stockholm,Gymnastique,G. Artistique, Heikki Sammallahti,Finlande,Men,"Équipe, système libre",Argent
1912,Stockholm,Gymnastique,G. Artistique, Hannes Sirola,Finlande,Men,"Équipe, système libre",Argent
1912,Stockholm,Gymnastique,G. Artistique, Klaus Unno Suomela,Finlande,Men,"Équipe, système libre",Argent
1912,Stockholm,Gymnastique,G. Artistique, Lauri Arvo Tanner,Finlande,Men,"Équipe, système libre",Argent
1912,Stockholm,Gymnastique,G. Artistique, Väinö Edvard Tiiri,Finlande,Men,"Équipe, système libre",Argent
1912,Stockholm,Gymnastique,G. Artistique, Kaarlo Vähämäki,Finlande,Men,"Équipe, système libre",Argent
1912,Stockholm,Gymnastique,G. Artistique, Arvo Vartia,Finlande,Men,"Équipe, système libre",Argent
1912,Stockholm,Gymnastique,G. Artistique, Kaarlo Jalmari Vasama,Finlande,Men,"Équipe, système libre",Argent
1912,Stockholm,Gymnastique,G. Artistique, Arthur M. Amundsen,Norvège,Men,"Équipe, système suédois",Bronze
1912,Stockholm,Gymnastique,G. Artistique, Jörgen Marius Andersen,Norvège,Men,"Équipe, système suédois",Bronze
1912,Stockholm,Gymnastique,G. Artistique, Trygve Carlsen Boyesen,Norvège,Men,"Équipe, système suédois",Bronze
1912,Stockholm,Gymnastique,G. Artistique, Georg Brustad,Norvège,Men,"Équipe, système suédois",Bronze
1912,Stockholm,Gymnastique,G. Artistique, Conrad Christensen,Norvège,Men,"Équipe, système suédois",Bronze
1912,Stockholm,Gymnastique,G. Artistique, Eugene Engebretsen,Norvège,Men,"Équipe, système suédois",Bronze
1912,Stockholm,Gymnastique,G. Artistique, Oscar Engelstad,Norvège,Men,"Équipe, système suédois",Bronze
1912,Stockholm,Gymnastique,G. Artistique, Marius Eriksen,Norvège,Men,"Équipe, système suédois",Bronze
1912,Stockholm,Gymnastique,G. Artistique, Axel Henry Hansen,Norvège,Men,"Équipe, système suédois",Bronze
1912,Stockholm,Gymnastique,G. Artistique, Peter Hol,Norvège,Men,"Équipe, système suédois",Bronze
1912,Stockholm,Gymnastique,G. Artistique, Olaf Ingebretsen,Norvège,Men,"Équipe, système suédois",Bronze
1912,Stockholm,Gymnastique,G. Artistique, Olof Jacobsen,Norvège,Men,"Équipe, système suédois",Bronze
1912,Stockholm,Gymnastique,G. Artistique, Erling Jensen,Norvège,Men,"Équipe, système suédois",Bronze
1912,Stockholm,Gymnastique,G. Artistique, Thor Jensen,Norvège,Men,"Équipe, système suédois",Bronze
1912,Stockholm,Gymnastique,G. Artistique, Fritjof Olsen,Norvège,Men,"Équipe, système suédois",Bronze
1912,Stockholm,Gymnastique,G. Artistique, Oscar Olstad,Norvège,Men,"Équipe, système suédois",Bronze
1912,Stockholm,Gymnastique,G. Artistique, Edvin Paulsen,Norvège,Men,"Équipe, système suédois",Bronze
1912,Stockholm,Gymnastique,G. Artistique, Carl Alfred Pedersen,Norvège,Men,"Équipe, système suédois",Bronze
1912,Stockholm,Gymnastique,G. Artistique, Paul Pedersen,Norvège,Men,"Équipe, système suédois",Bronze
1912,Stockholm,Gymnastique,G. Artistique, Rolf Roback,Norvège,Men,"Équipe, système suédois",Bronze
1912,Stockholm,Gymnastique,G. Artistique, Sigurd Smebye,Norvège,Men,"Équipe, système suédois",Bronze
1912,Stockholm,Gymnastique,G. Artistique, Thorleif Thorkildsen,Norvège,Men,"Équipe, système suédois",Bronze
1912,Stockholm,Gymnastique,G. Artistique, Per Daniel Bertilsson,Suède,Men,"Équipe, système suédois",Or
1912,Stockholm,Gymnastique,G. Artistique, Carl-Ehrenfried Carlberg,Suède,Men,"Équipe, système suédois",Or
1912,Stockholm,Gymnastique,G. Artistique, Nils Daniel Granfeldt,Suède,Men,"Équipe, système suédois",Or
1912,Stockholm,Gymnastique,G. Artistique, Curt Hartzell,Suède,Men,"Équipe, système suédois",Or
1912,Stockholm,Gymnastique,G. Artistique, Osvald Holmberg,Suède,Men,"Équipe, système suédois",Or
1912,Stockholm,Gymnastique,G. Artistique, Anders Hyllander,Suède,Men,"Équipe, système suédois",Or
1912,Stockholm,Gymnastique,G. Artistique, Axel Johan Janse,Suède,Men,"Équipe, système suédois",Or
1912,Stockholm,Gymnastique,G. Artistique, Anders Boo Kullberg,Suède,Men,"Équipe, système suédois",Or
1912,Stockholm,Gymnastique,G. Artistique, Sven Landberg,Suède,Men,"Équipe, système suédois",Or
1912,Stockholm,Gymnastique,G. Artistique, Per Einar Nilsson,Suède,Men,"Équipe, système suédois",Or
1912,Stockholm,Gymnastique,G. Artistique, Bengt Rudolf Norelius,Suède,Men,"Équipe, système suédois",Or
1912,Stockholm,Gymnastique,G. Artistique, Axel Norling,Suède,Men,"Équipe, système suédois",Or
1912,Stockholm,Gymnastique,G. Artistique, Lars Daniel Norling,Suède,Men,"Équipe, système suédois",Or
1912,Stockholm,Gymnastique,G. Artistique, Sven Rosen,Suède,Men,"Équipe, système suédois",Or
